item_no,descr,item_vend_no,prc_1,lst_cost,categ_cod,subcat_cod,addl_descr_1,addl_descr_2,addl_descr_3,prof_alpha_1,prof_alpha_2,prof_alpha_3,nam,phone_1,ap_vend_no,vend_descr,vend_item_no,barcod,qty_on_hnd,lst_recv_dat,lst_sal_dat
22359,Eva Hesse: One More than One,1208,50,27.5,BOOKS,MODERN,Hatje Cantz,core hcc,,,,,DAP/Perseus,800-343-4499,,Eva Hesse: One More than One,9783775737548,,2,6/10/15,3/21/15
22391,Isa Genzken: Retrospective,1208,75,41.25,BOOKS,CONTEMP,MOMA,core greg,,,,,DAP/Perseus,800-343-4499,,Isa Genzken: Retrospective,9780870708862,,2,6/10/15,4/26/14
22644,Gabriel Kuri: Join the Dots,2525,19.95,10.9725,BOOKS,CONTEMP,,core HCC,,,,,RAM PUBLICATIONS USA,,,Gabriel Kuri: Join the Dots,9781934105276,,2,6/10/15,9/7/14
23104,Rainbow Reader : Tessa Laird,2525,20,11,BOOKS,ART CRIT,,,,,,,RAM PUBLICATIONS USA,,,Rainbow Reader : Tessa Laird,9780987659378,,2,6/10/15,6/20/15
23649,Dorothy Iannone Siglio Press,1208,45,24.75,BOOKS,CONTEMP,,core hcc,,,,,DAP/Perseus,800-343-4499,,Dorothy Iannone,9781938221071,,2,6/10/15,5/15/15
23841,Pearl Hooped Earrings Black,274,164,78,JEWELRY,EARRINGS,,Rowena Sartin,,,,,IKO IKO,,,Pearl Hooped Earrings Black,,,2,6/10/15,6/10/15
24102,On Kawara Silence,1208,65,35.75,BOOKS,CONTEMP,,,,,,,DAP/Perseus,800-343-4499,,On Kawara Silence,9780832075195,,2,6/10/15,6/4/15
24180,Beautiful Birds,1208,19.95,11.173,BOOKS,CHILDREN,,,,,,,DAP/Perseus,800-343-4499,,Beautiful Birds,9781909263291,,2,6/10/15,6/19/15
24430,Paul Chan,1208,22,12.1,BOOKS,CONTEMP,,core greg,,,,,DAP/Perseus,800-343-4499,,Paul Chan,9786185039080,,2,6/10/15,6/28/15
24434,Marlene Dumas Measuring Your,1208,55,30.25,BOOKS,CONTEMP,,core greg,,,,,DAP/Perseus,800-343-4499,,Marlene Dumas Measuring Your,9781933751085,,2,6/10/15,
24470,Baldessari & Olbrist Conversta,1208,26,14.3,BOOKS,ART CRIT,,core,,,,,DAP/Perseus,800-343-4499,,Baldessari & Olbrist Conversta,9783865605009,,2,6/10/15,
24478,John Chamberlain,1208,75,41.25,BOOKS,CONTEMP,,,,,,,DAP/Perseus,800-343-4499,,John Chamberlain,9780892074259,,2,6/10/15,
24479,Martinez Celaya,1208,55,33,BOOKS,CONTEMP,,,,,,,DAP/Perseus,800-343-4499,,Martinez Celaya,9788434313163,,2,6/10/15,
24481,Ken Price Large Sculptures,1208,35,19.25,BOOKS,CONTEMP,,,,,,,DAP/Perseus,800-343-4499,,Ken Price,9781880146835,,2,6/10/15,5/22/15
24482,Mario Ybarra Jr Capp St,1208,12,6.6,BOOKS,CONTEMP,,hcc,,,,,DAP/Perseus,800-343-4499,,Mario Ybarra Jr Capp St,9780972508070,,2,6/10/15,
24543,Blue Whale,1208,17.95,10.052,BOOKS,CHILDREN,,,,,,,DAP/Perseus,800-343-4499,,Blue Whale,9781592701650,,2,6/10/15,6/26/15
24609,Beauty in Photography,444,16.95,9.66,BOOKS,ART CRIT,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Beauty in Photography,9780893813680,,2,6/9/15,
24612,Importance of Being Iceland,444,17.95,10.23,BOOKS,ART CRIT,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Importance of Being Iceland,9781584350668,,2,6/9/15,6/9/15
24614,Madame Bovary,444,40,22.8,BOOKS,ART CRIT,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Madame Bovary,9780956192899,,2,6/9/15,
24617,Shape of Evidence Contemporary,444,33.95,19.35,BOOKS,ART CRIT,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Shape of Evidence Contemporary,97809078088981,,2,6/9/15,
24619,Ways of Seeing,444,16,9.12,BOOKS,ART CRIT,,john berger,,,,,BAKER & TAYLOR CO.,800-775-1700,,Ways of Seeing,9780140135152,,2,6/9/15,6/27/15
24620,Why People Photograph,444,16.95,9.66,BOOKS,ART CRIT,,robert adams,,,,,BAKER & TAYLOR CO.,800-775-1700,,Why People Photograph,9780893816032,,2,6/9/15,
24633,Future of the Skyscraper,1208,17.95,9.8725,BOOKS,ARCH,,,,,,,DAP/Perseus,800-343-4499,,Future of the Skyscraper,9781938922787,,2,6/9/15,6/9/15
22103,Van Gogh Colour Library,218,11.95,6.3335,BOOKS,CHILDREN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Van Gogh Colour Library,9780714827247,,2,6/3/15,6/5/15
24334,Black Los Angeles,231,28,16.8,BOOKS,ART CRIT,,,,,,,COLUMBIA UNIVERSITY PRESS/Perseus,,,Black Los Angeles,978081437354,,2,6/3/15,6/27/15
24429,Vija Celmins,218,45,23.85,BOOKS,CONTEMP,,core HCC greg,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Vija Celmins,9780714842646,,2,6/3/15,6/14/15
24462,How Posters Work,1208,29.95,16.4725,BOOKS,DESIGN,,,,,,,DAP/Perseus,800-343-4499,,How Posters Work,9780910503822,,2,6/3/15,5/30/15
24524,October 152,2621,16,9.6,BOOKS,MAG,,,,,,,MIT PRESS JOURNALS,,,October 152,,,2,6/3/15,6/23/15
24585,Luc Tuymans Is It Safe?,218,69.95,37.0735,BOOKS,CONTEMP,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Luc Tuymans Is It Safe?,9780714856032,,2,6/3/15,
21839,keys keychain,275,15,7,HOME,MISC,,,,,,,Various Keytags,(212) 505-5599,,keys keychain,,,2,6/2/15,6/10/15
21866,temporary solution keychain,275,15,7,HOME,MISC,,,,,,,Various Keytags,(212) 505-5599,,temporary solution keychain,,,2,6/2/15,6/25/15
23717,Dot and Line Neclkace Black,391,48,21,JEWELRY,NECKLACES,,,,,,,Cursive Design,,,Dot and Line Neclkace Black,SS14-001 BLACK,,2,6/2/15,6/27/15
23819,Color Theory 9 Necklace,391,40,17,JEWELRY,NECKLACES,,,,,,,Cursive Design,,,Color Theory 9 Necklace,CTN9-2014,,2,6/2/15,6/27/15
24324,Gray  Pearl Necklace,391,74,39,JEWELRY,NECKLACES,,gold fill on Brass 16',,,,,Cursive Design,,,Gray Pearl Necklace,SS15-02-DGP,,2,6/2/15,6/21/15
24325,Cone Necklace Turquoise,391,84,42,JEWELRY,NECKLACES,,gold fill on Brass 16',,,,,Cursive Design,,,Cone Necklace Turquoise,SS15-004 TURQUOISE,,2,6/2/15,6/24/15
24326,Fringe Braclet Green Onyx,391,84,42,JEWELRY,BRACELETS,,,,,,,Cursive Design,,,Fringe Braclet Green Onyx,SS15-007-GON,,2,6/2/15,6/27/15
24328,Mega Mobile Neclkace,391,132,61,JEWELRY,NECKLACES,,,,,,,Cursive Design,,,Mega Mobile Neclkace,SS15-009-MEG,,2,6/2/15,
24330,Aprex Studs,391,80,40,JEWELRY,EARRINGS,,brinze with sterking posts,,,,,Cursive Design,,,Aprex Studs,SS15-015 APS,,2,6/2/15,6/21/15
20729,Forrest Bess Seeing Things,300,60,32.4,EXH CAT,NON-HAMMER,,EXH CAT,,,,,YALE UNIVERSITY PRESS,800-405-1619,,Forrest Bess Seeing Things,9780300189735,,2,5/28/15,6/4/15
21899,Yourself in the World,166,24.95,14.97,BOOKS,ART CRIT,,,,Glenn Ligon,,,TriLiteral,8004051619,580623,Yourself in the World,9780300169096,,2,5/28/15,3/12/15
22253,Sarah Life of Sarah Bernhardt,300,16,8.64,BOOKS,ART CRIT,,,,,,,YALE UNIVERSITY PRESS,800-405-1619,,Sarah Life of Sarah Bernhardt,9780300192599,,2,5/28/15,6/28/15
24521,Video Green,262,15.95,8.294,BOOKS,ART CRIT,,,,Chris Krauss,,,"MIT PRESS, ORDER DEPT.",,,Video Green,9781584350224,,2,5/28/15,
24522,Typologies of Industrial Build,262,78,40.56,BOOKS,PHOTO,MIT,core greg,,Becher,,,"MIT PRESS, ORDER DEPT.",,,Typologies of Industrial Build,9780262025652,,2,5/28/15,
24501,Wrinkle in Time Graphic Novel,312,14.99,8.0946,BOOKS,CHILDREN,,,,Chris O'Dowd,,,MPS,888-330-8477,136115,Wrinkle in Time Graphic Novel,9781250056948,,2,5/27/15,6/20/15
24508,I'll Drown My Book,1481,40,24,BOOKS,ART CRIT,les figues press,aram,,derek beaulieu,,,SMALL PRESS DISTRIBUTION INC,(800) 869-7553,,I'll Drown My Book,9781934254332,,2,5/27/15,6/11/15
24519,Abitare May 2015,90301,17,12.41,BOOKS,MAG,,,,,,,"SPEEDIMPEX USA, INC.",,,Abitare May 2015,,,2,5/27/15,
24520,Fantastic Man,90301,14.99,10.49,BOOKS,MAG,,,,,,,"SPEEDIMPEX USA, INC.",,,Fantastic Man,,,2,5/27/15,6/14/15
21037,Ken Price Slow & Steady Wins,1208,27,15.39,BOOKS,CONTEMP,,,,,,,DAP/Perseus,800-343-4499,,Ken Price Slow & Steady Wins,978094234730,,2,5/22/15,11/28/14
21538,Vivian Maier Self Portraits,394,50,28.5,BOOKS,PHOTO,,,,,,,"RANDOM HOUSE, INC.",800-726-0600,,Vivian Maier Portraits,9781576876626,,2,5/22/15,5/30/15
24050,Let's Just Say it Wasn't Prett,394,16,8.64,BOOKS,EVENTS,,,,,,,"RANDOM HOUSE, INC.",800-726-0600,,Let's Just Say it Wasn't Prett,9780812984767,,2,5/22/15,4/8/15
24442,Journals of Grace Hartigan,19,34.95,27.96,BOOKS,,restless ambition,core greg,,,,,"OXFORD UNIVERSITY PRESS, INC.",800-445-9714,1001822,Journals of Grace Hartigan,9780199394500,,2,5/22/15,6/20/15
21599,Korea Power,37913,50,27.5,BOOKS,,,,,,,,PRESTEL,(888) 463-6110,,Korea Power,9783899554885,,2,5/20/15,5/20/15
24495,James Irvine,218,79.95,42.3735,BOOKS,DESIGN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,James Irvine,9780714868967,,2,5/20/15,
20623,Harold and the Purple Crayon,6,16.99,9.68,BOOKS,CHILDREN,,,,Crockett Johnson,,,HARPERCOLLINS PUBLISHERS,800-237-5534,10335482,Harold and the Purple Crayon,9780060229351,,2,5/15/15,6/25/15
23915,Photography and the Art of Cha,166,32.95,17.793,BOOKS,PHOTO,,,,,,,TriLiteral,8004051619,580623,Photography and the Art of Cha,9780674744004,,2,5/15/15,
24466,Fashioning the Body,166,50,27,BOOKS,FASHION,,,,,,,TriLiteral,8004051619,580623,Fashioning the Body,9780300204278,,2,5/15/15,5/24/15
24472,Kid Sheriff and the Terrible T,444,17.99,10.25,BOOKS,CHILDREN,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Kid Sheriff and the Terrible T,9781596439757,,2,5/15/15,6/12/15
24474,Skunk,444,17.99,10.25,BOOKS,CHILDREN,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Skunk,9781596439665,,2,5/15/15,6/23/15
24475,Space Info Graphics,444,17.99,10.25,BOOKS,CHILDREN,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Space Info Graphics,9780763677695,,2,5/15/15,6/12/15
24502,Playing to the Gallery,394,25,13.5,BOOKS,ART CRIT,,,,,,,"RANDOM HOUSE, INC.",800-726-0600,,Playing to the Gallery,9780143127352,,2,5/15/15,6/10/15
24468,Honey and Jam,218,29.95,16.4725,BOOKS,FOOD,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Honey and Jam,978617690914,,2,5/14/15,6/11/15
22917,Rubble Division,346,25,15,BOOKS,CONTEMP,,,,,,,Katie Grinnan,,,Rubble Division,,,2,5/12/15,
20481,Max Bill's View of Things,37913,49,26.95,BOOKS,DESIGN,,,,,,,PRESTEL,(888) 463-6110,,Max Bill's View of Things,,,2,5/11/15,
23760,Florine Stettheimer,226,49.95,26.973,BOOKS,CONTEMP,,,,,,,UNIV OF CHICAGO PRESS,,55050,Florine Stettheimer,9783777422640,,2,5/6/15,1/18/15
24296,1000 Drawings of Genius,555,24.95,12.475,BOOKS,GENERAL,,,,,,,INGRAM BOOK DISTRIBUTORS,800-937-8200,,1000 Drawings of Genius,,,2,5/6/15,
24395,Art Forgery,218,35,18.55,BOOKS,ART CRIT,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Art Forgery,9780714867458,,2,5/6/15,5/19/15
24404,This is Matisse,218,15.95,8.1345,BOOKS,CHILDREN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,This is Matisse,9781780674797,,2,5/6/15,6/4/15
24447,Ride a Cock Horse and Other Nu,226,12,6.48,BOOKS,CHILDREN,,,,,,,UNIV OF CHICAGO PRESS,,55050,Ride a Cock Horse and Other Nu,9780712357869,,2,5/6/15,5/24/15
24448,Oskar Schlemmer,226,75,40.5,BOOKS,MODERN,,,,,,,UNIV OF CHICAGO PRESS,,55050,Oskar Schlemmer,9783777423043,,2,5/6/15,
24449,Roland Fischer,226,55,29.7,BOOKS,CHILDREN,,,,,,,UNIV OF CHICAGO PRESS,,55050,Roland Fischer,9783777423142,,2,5/6/15,
24450,Outside In Smith & Williams,226,49.95,27.4725,BOOKS,ARCH,,,,,,,UNIV OF CHICAGO PRESS,,55050,Outside In Smith & Williams,9781606064511,,2,5/6/15,6/6/15
22556,Brahmin tea,325,16,7.2,HOME,EDIBLES,,,loose leaf/tin,,,,Smith Tea,,,Brahmin tea,47180,,2,5/5/15,6/12/15
22156,Edgar Gets Ready for Bed,87905,16.99,9.34,BOOKS,CHILDREN,,,,,,,GIBBS SMITH/PEREGRINE SMITH,801.544.9800,61205,Edgar Gets Ready for Bed,9781423635284,,2,5/4/15,5/23/15
22963,Wizard of Oz color boardbook,87905,9.99,5.49,BOOKS,CHILDREN,,,,,,,GIBBS SMITH/PEREGRINE SMITH,801.544.9800,61205,Wizard of Oz color boardbook,9781423637189,,2,5/4/15,4/23/15
23579,Llama shaker,403,9,4.5,KIDS MERCH,,,,,,,,Greentones & Hohner,1-800-349-9541,,Llama shaker,3791,,2,4/30/15,6/19/15
24231,Das Wunder Des Lebens,2525,59,32.45,BOOKS,CONTEMP,,,,Gruyter Thys,,,RAM PUBLICATIONS USA,,,Das Wunder Des Lebens,9783943365924,,2,4/30/15,
24233,Frei Thursday Followed Wednes,2525,38,20.9,BOOKS,CONTEMP,,,,,,,RAM PUBLICATIONS USA,,,Frei Thursday Followed Wednes,9783944669434,,2,4/30/15,
24236,Logical Emotion Japan,2525,39.95,21.9725,BOOKS,CONTEMP,,,,,,,RAM PUBLICATIONS USA,,,Logical Emotion Japan,9783864421075,,2,4/30/15,
24240,PS Jahresring 61,2525,39,21.45,BOOKS,CONTEMP,,,,,,,RAM PUBLICATIONS USA,,,PS Jahresring 61,9783956790621,,2,4/30/15,
24243,Mira Schendel Monotypes,2525,72,39.6,BOOKS,CONTEMP,,,,,,,RAM PUBLICATIONS USA,,,Mira Schendel Monotypes,9783864421129,,2,4/30/15,
24247,Around 1979,2525,72,39.6,BOOKS,PHOTO,,,,,,,RAM PUBLICATIONS USA,,,Around 1979,9783864421020,,2,4/30/15,
24248,Andre Gelpke Amok,2525,59.95,32.9725,BOOKS,PHOTO,,,,,,,RAM PUBLICATIONS USA,,,Andre Gelpke Amok,9783944669816,,2,4/30/15,
24365,On Show by Design Temporary De,9075339,49.95,28.472,BOOKS,DESIGN,,,,,,,GINGKO PRESS,,,On Show by Design Temporary De,9787584235644,,2,4/30/15,4/26/15
24371,Installation and The Moving Im,1208,26,15.6,BOOKS,ART CRIT,,,,,,,DAP/Perseus,800-343-4499,,Installation and The Moving Im,9780231174510,,2,4/30/15,5/26/15
24380,London Calls,218,13.95,7.6725,BOOKS,CHILDREN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,London Calls,9781849762304,,2,4/30/15,6/5/15
23912,Walking Sculpture,166,25,13.5,BOOKS,SCULPT,,,,,,,TriLiteral,8004051619,580623,Walking Sculpture,9780300212433,,2,4/24/15,
24313,Caramels Coconut & Pecan,323,10,3.5,HOME,EDIBLES,,,turtle,,,,Quin Candy,,,Caramels Coconut & Pecan,,,2,4/24/15,6/28/15
22912,Hammer Hat Red,248,22,10.95,HAMMER MER,,,,,,,,Ellen's Silkscreening,,,Hammer Hat Red,GWT 111 THREAD 1643,,2,4/23/15,6/28/15
23269,Enzo Towel,371,148,76.96,HOME,DECOR,,,,,,,Deck Towels,,,Enzo Towel,ENZO,,2,4/23/15,1/21/15
23270,Kees Towel,371,118,61.36,HOME,DECOR,,,,,,,Deck Towels,,,Kees Towel,KEES,,2,4/23/15,1/30/15
23572,Sunday Suppers,444,32.5,18.53,BOOKS,FOOD,,,,,,,BAKER & TAYLOR CO.,800-775-1700,,Sunday Suppers,9780385345262,,2,4/23/15,6/28/15
24029,Sock Ikat,314,22,6.98,APPAREL,MERCHAND,,,,,,,Bonne Maison,,,Sock Ikat,LB5 01,,2,4/23/15,6/24/15
24038,Sock Yellow Deer,314,22,6.98,APPAREL,MERCHAND,,,,,,,Bonne Maison,,,Sock Yellow,FA1 01,,2,4/23/15,6/13/15
24299,Van Gogh Phaidon,218,150,79.5,BOOKS,AHM COLL,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Van Gogh Phaidon,9780714868905,,2,4/23/15,
24341,Otolith Group: World 3,1208,50,27.5,BOOKS,DESIGN,,,,,,,DAP/Perseus,800-343-4499,,Otolith Group: World 3,9788293101178,,2,4/23/15,
24342,Paul McCarthy Chocolate,1208,30,16.5,BOOKS,CONTEMP,,,,,,,DAP/Perseus,800-343-4499,,Paul McCarthy Chocolate,9783775739320,,2,4/23/15,
24343,Peter Doig,1208,75,41.25,BOOKS,CONTEMP,,,,,,,DAP/Perseus,800-343-4499,,Peter Doig,97837757386999,,2,4/23/15,6/27/15
23052,Radish Small Pin,272,34,15,JEWELRY,PINS,,,,,,,Sweet Bella,,,Radish Small Pin,MLBBO1-RR,,2,4/15/15,5/23/15
23056,Palm Gold Lg Pin,272,64,29,JEWELRY,PINS,,,,,,,Sweet Bella,,,Palm Gold Small Pin,MLBBO1-PAO,,2,4/15/15,4/24/15
24291,Edward Gorey Book Cover Art,87654,40,20,BOOKS,DESIGN,,,,,,,POMEGRANATE ART BOOKS,,,Edward Gorey Book Cover Art,9780764971471,,2,4/15/15,4/28/15
23570,The Mushroom Collector,1208,25,13.75,BOOKS,PHOTO,,,,,,,DAP/Perseus,800-343-4499,,The Mushroom Collector,9789081058469,,2,4/10/15,6/5/15
24088,David Wojnarowicz Brush Fires,1208,55,30.25,BOOKS,CONTEMP,,,,,,,DAP/Perseus,800-343-4499,,David Wojnarowicz Brush Fires,9781597112949,,2,4/10/15,5/28/15
24092,German Pop,1208,75,41.25,BOOKS,CONTEMP,,,,,,,DAP/Perseus,800-343-4499,,German Pop,9783863356484,,2,4/10/15,4/7/15
24094,Hermann J. Painitz,1208,50,30,BOOKS,CONTEMP,,,,,,,DAP/Perseus,800-343-4499,,Hermann J. Painitz,9783866789807,,2,4/10/15,4/16/15
24097,Joel Meyerowitz Retrospective,1208,59.95,32.9725,BOOKS,PHOTO,,,,,,,DAP/Perseus,800-343-4499,,Joel Meyerowitz Retrospective,9781938922701,,2,4/10/15,3/29/15
24098,Lygia Pape Magnetized,1208,55,30.25,BOOKS,CONTEMP,,,,,,,DAP/Perseus,800-343-4499,,Lygia Pape Magnetized,9783037643938,,2,4/10/15,4/14/15
24099,Marvin Gaye Chetwynd Bats,1208,45,27,BOOKS,CONTEMP,,,,,,,DAP/Perseus,800-343-4499,,Marvin Gaye Chetwynd Bats,9783863355104,,2,4/10/15,6/20/15
24100,Modern Times The Age of Photog,1208,55,30.25,BOOKS,PHOTO,,,,,,,DAP/Perseus,800-343-4499,,Modern Times The Age of Photog,9789426081765,,2,4/10/15,6/28/15
24101,Neo Rauch At the Well,1208,50,27.5,BOOKS,CONTEMP,,,,,,,DAP/Perseus,800-343-4499,,Neo Rauch At the Well,9781941701119,,2,4/10/15,
24103,Richard Serra Steidl 20,1208,65,35.75,BOOKS,CONTEMP,,,,,,,DAP/Perseus,800-343-4499,,Richard Serra Steidl 20,9783869309002,,2,4/10/15,4/28/15
24108,Sterling Ruby Softwork,1208,50,30,BOOKS,CONTEMP,,core HCC,,,,,DAP/Perseus,800-343-4499,,Sterling Ruby Softwork,9783863355814,,2,4/10/15,
24109,Swedish Details,1208,29.95,16.4725,BOOKS,DESIGN,,,,,,,DAP/Perseus,800-343-4499,,Swedish Details,9789171262394,,2,4/10/15,4/23/15
24111,Vern Blosum,1208,15,8.25,BOOKS,CONTEMP,,,,,,,DAP/Perseus,800-343-4499,,Vern Blosum,9783037643792,,2,4/10/15,4/25/15
18733,William Eggleston's Guide,1208,39.95,21.972,BOOKS,PHOTO,,,,,,,DAP/Perseus,800-343-4499,,William Eggleston's Guide,9780870703782,,2,4/9/15,6/10/15
22227,A Brief History of New Music,1208,29.95,16.4725,BOOKS,ART CRIT,,,,Hans Ulrich Obrist,,,DAP/Perseus,800-343-4499,,A Brief History of New Music,9783037641903,,2,4/9/15,5/26/15
23243,In out Jojo,218,16.99,9.1746,BOOKS,CHILDREN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,In out Jojo,9782842019796,,2,4/9/15,6/12/15
23588,Open Road,1208,65,35.75,BOOKS,PHOTO,,,,,,,DAP/Perseus,800-343-4499,,Open Road,9781597112406,,2,4/9/15,1/21/15
23723,Photography Now!,667,46,24.6,BOOKS,PHOTO,,,,,,,IDEA BOOKS C/O GALGIANI,,,Photography Now!,9784907519025,,2,4/9/15,6/28/15
24218,Inside the Rainbow,218,35,18.9,BOOKS,DESIGN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Inside the Rainbow,9781616893781,,2,4/9/15,4/19/15
24258,Josephine,218,17.99,9.7146,BOOKS,CHILDREN,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Josephine,9781452103143,,2,4/9/15,6/12/15
24264,"Sam Falls Ferns, Palms",1208,34.95,20.97,BOOKS,PHOTO,,,,,,,DAP/Perseus,800-343-4499,,"Sam Falls Ferns, Palms",9780985625146,,2,4/9/15,4/17/15
24268,Matthew Barney Contemporary My,1208,45,24.75,BOOKS,CONTEMP,,core hcc,,,,,DAP/Perseus,800-343-4499,,Matthew Barney Contemporary My,9788877572356,,2,4/9/15,
23559,Science of the Secondary: Cup,667,19.5,11.7,BOOKS,FOOD,,,,,,,IDEA BOOKS C/O GALGIANI,,,Science of the Secondary: Cup,9789810798765,,2,4/3/15,6/21/15
24051,Let's Just Say it Wasn't HC,394,26,14.04,BOOKS,EVENTS,,,,Diane Keaton,,,"RANDOM HOUSE, INC.",800-726-0600,,Let's Just Say it Wasn't Prett,9780812994261,,2,4/3/15,4/7/15
24205,Frofenia Leszek Knaflewski,667,52.5,31.5,BOOKS,CONTEMP,,,,,,,IDEA BOOKS C/O GALGIANI,,,Frofenia Leszek Knaflewski,9788364353017,,2,4/3/15,
24207,Birds Don't Cry / Vogels Huile,667,32.5,19.5,BOOKS,PHOTO,,,,,,,IDEA BOOKS C/O GALGIANI,,,Birds Don't Cry / Vogels Huile,9789462260627,,2,4/3/15,6/11/15
20683,Peter Doig,7148,45,23.85,BOOKS,CONTEMP,,,,,,,PHAIDON PRESS,,,Peter Doig,9780714845043,,2,3/26/15,1/2/14
23660,Cactus Thank You card,308,4.5,2.25,STATIONERY,NOTECARD,,,,,,,Red Cap,,,Cactus Thank You card,BEC1239,,2,3/26/15,6/10/15
23701,Donald Judd,300,45,24.3,BOOKS,CONTEMP,,,,,,,YALE UNIVERSITY PRESS,800-405-1619,,Donald Judd,9780300197655,,2,3/26/15,2/6/15
24123,Yin Xiuzhen,218,49.95,26.4735,BOOKS,CONTEMP,,,,,,,"HACHETTE BOOK GROUP, USA",800-759-0190,,Yin Xiuzhen,9780714867489,,2,3/26/15,
24128,Thank You Bouquet notecard,308,4.5,2.25,STATIONERY,NOTECARD,,,,,,,Red Cap,,,Thank You Bouquet notecard,BLA1491,,2,3/26/15,6/24/15
24152,Machine Age Modernism,166,27.5,14.85,BOOKS,MODERN,,,,,,,TriLiteral,8004051619,580623,Machine Age Modernism,9780300211665,,2,3/26/15,3/28/15
24163,Modern Art Adventures,1891,19.95,9.975,BOOKS,CHILDREN,,,,,,,INDEPENDENT PUBLISHERS GROUP,,,Modern Art Adventures,,,2,3/26/15,6/11/15
24165,The Selfish Giant,1891,9.99,4.995,BOOKS,CHILDREN,,,,,,,INDEPENDENT PUBLISHERS GROUP,,,The Selfish Giant,9789888240999,,2,3/26/15,4/4/15
24195,Don Quixote,87905,9.99,5.4945,BOOKS,CHILDREN,,,,,,,GIBBS SMITH/PEREGRINE SMITH,801.544.9800,61205,Don Quixote,9781423638759,,2,3/26/15,6/25/15
4658,JEFF WALL,7148,45,23.85,BOOKS,MODERN,,perfect likeness,,"DEDUVE,T",107,,PHAIDON PRESS,,,JEFF WALL,9780714839516,,2,3/26/15,6/12/15
23509,Rainy Days gel crayon,92054,13,7,KIDS MERCH,ART SUPPLY,,,,,,,INTERNATIONAL ARRIVALS,,,Rainy Days gel crayon,133-48,,2,3/24/15,6/28/15
24193,Typography Advertising Book De,20706,59.95,26.9775,BOOKS,DESIGN,,,,,,,NATIONAL BOOK NETWORK,,,Typography Advertising Book De,9783721203417,,2,3/24/15,
23183,Notecard Birthday Strawberry,9042,4.5,2.25,STATIONERY,NOTECARD,,,,,,,CAROLYN SUZUKI GOODS,,,Notecard Birthday Strawberry,113,,2,3/19/15,6/27/15
23520,Blue Monster hat,396,22.95,10.5,KIDS MERCH,,,,,,,,Pebble,330 612 5850,,Blue Monster hat,100-0465SCARY 6-12 M,,2,3/17/15,6/26/15
23528,Carrot veggie rattle,396,8.95,4,KIDS MERCH,DOLL,,,,,,,Pebble,330 612 5850,,Carrot veggie rattle,200-005A,,2,3/17/15,6/7/15
23533,Tiger doll,396,29.95,15,KIDS MERCH,DOLL,,,,,,,Pebble,330 612 5850,,Tiger doll,200-010TIG,,2,3/17/15,5/17/15
21980,Black Fountain pen classic sp,319,28,12.5,HOME,DESKTOP,,,,,,,Elite Accessories,630 945 2710,,Black Fountain pen classic sp,4250278600020,,2,3/13/15,6/4/15
24112,Art Margins Single Issue 4:1,2621,19,11.4,BOOKS,MAG,,,,,,,MIT PRESS JOURNALS,,,Art Margins Single Issue 4:1,,,2,3/11/15,6/10/15
23162,Wednesday,193,17.95,10.23,BOOKS,CHILDREN,,,,,,,PERSEUS DISTRIBUTION,Perseus 800-343-4499,,Wednesday,9781592701520,,2,3/10/15,4/19/15
23610,American Whistle,255,12,6.6,HOME,,,,,,,,Kiosk,212.226.8601,,American Whistle,,,2,3/10/15,5/15/15
24008,Rodeo Drive Anthony Hernandez,198,60,36,BOOKS,PHOTO,,,,,,,Mack,,,Rodeo Drive Anthony Hernandez,9781907946264,,2,3/10/15,5/3/15
24020,Tea Kettle Finnish,255,95,52.25,HOME,KITCHEN,,,,,,,Kiosk,212.226.8601,,Tea Kettle Finnish,,,2,3/10/15,5/12/15
22972,right now keychain,275,15,7,HOME,MISC,,,,,,,Various Keytags,(212) 505-5599,,right now keychain,,,2,3/6/15,5/16/15
23113,Sunrise Hoops Warm Brass,332,200,110,JEWELRY,EARRINGS,,Hannah K,,,,,Hannah Keefe,,,Sunrise Hoops Warm Brass,HK517 WB,,2,3/6/15,1/21/15
23835,Long Earrings Brass Chain,332,180,90,JEWELRY,EARRINGS,,Hannah K,,Hannah Keefe,,,Hannah Keefe,,,Long Earrings Brass Chain,HK609,,2,3/6/15,6/10/15
